RK,TIERS,PLAYER NAME,TEAM,FAN PTS,PASS YDS,PASS TDS,REC,REC YDS,REC TDS,ATT,RUSH YDS,RUSH TDS
"245",11,"Los Angeles Chargers",LAC,"6.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"246",11,"Green Bay Packers",GB,"6.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"247",11,"Isaiah Likely",BAL,"5.2","0.0","0.0","2.6","26.6","0.2","0.0","0.0","0.0"
"248",11,"Pierre Strong Jr.",NE,"2.4","0.0","0.0","0.7","4.2","0.0","1.0","10.0","0.1"
"249",11,"Khalil Shakir",BUF,"2.9","0.0","0.0","1.0","16.1","0.1","0.0","0.0","0.0"
"250",11,"Zach Evans",LAR,"0","0","0","0","0","0","0","0","0"
"251",11,"Desmond Ridder",ATL,"9.7","177.0","0.5","0.0","0.0","0.0","4.0","16.0","0.0"
"252",11,"Graham Gano",NYG,"8.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"253",11,"Cade Otton",TB,"4.5","0.0","0.0","2.6","24.4","0.1","0.0","0.0","0.0"
"254",11,"Matt Gay",IND,"7.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"255",11,"Josh Reynolds",DET,"7.1","0.0","0.0","3.2","39.9","0.3","0.0","0.0","0.0"
"256",11,"Richie James Jr.",KC,"6.5","0.0","0.0","3.6","35.6","0.3","0.1","0.4","0.0"
"257",11,"Russell Gage",TB,"7.5","0.0","0.0","3.9","32.8","0.4","0.0","0.0","0.0"
"258",11,"Mack Hollins",ATL,"7.4","0.0","0.0","3.4","40.6","0.2","0.2","2.4","0.0"
"259",11,"Kyren Williams",LAR,"3.3","0.0","0.0","1.1","9.5","0.0","4.4","17.4","0.0"
"260",11,"Marvin Jones Jr.",DET,"5.9","0.0","0.0","2.9","33.1","0.2","0.0","0.0","0.0"
"261",11,"Greg Joseph",MIN,"7.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"262",11,"Indianapolis Colts",IND,"6.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"263",11,"Jacksonville Jaguars",JAC,"8.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"264",11,"Greg Zuerlein",NYJ,"8.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"265",11,"Logan Thomas",WAS,"4.4","0.0","0.0","3.0","24.8","0.1","0.0","0.0","0.0"
"266",11,"Wil Lutz",NO,"6.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"267",11,"Isaiah Spiller",LAC,"1.4","0.0","0.0","0.6","2.6","0.0","3.6","8.2","0.0"
"268",11,"Kendrick Bourne",NE,"4.4","0.0","0.0","2.2","27.1","0.1","0.4","2.4","0.0"
"269",11,"Jake Ferguson",DAL,"3.5","0.0","0.0","1.7","15.8","0.2","0.0","0.0","0.0"
"270",11,"Carolina Panthers",CAR,"6.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"271",11,"Luke Musgrave",GB,"0","0","0","0","0","0","0","0","0"
"272",11,"Sterling Shepard",NYG,"9.3","0.0","0.0","4.3","51.3","0.3","0.0","0.0","0.0"
"273",11,"Israel Abanikanda",NYJ,"0","0","0","0","0","0","0","0","0"
"274",11,"Nick Folk",NE,"8.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"275",11,"Los Angeles Rams",LAR,"6.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"276",11,"Ty Chandler",MIN,"1.0","0.0","0.0","0.0","0.0","0.0","3.0","10.0","0.0"
"277",11,"Baker Mayfield",TB,"10.8","180.3","0.8","0.0","0.0","0.0","2.6","7.4","0.1"
"278",11,"Tyler Conklin",NYJ,"6.0","0.0","0.0","3.4","32.5","0.2","0.1","0.2","0.0"
"279",12,"Tank Dell",HOU,"0","0","0","0","0","0","0","0","0"
"280",12,"Zack Moss",IND,"4.5","0.0","0.0","0.8","3.0","0.0","7.2","35.1","0.1"
"281",12,"Matt Prater",ARI,"7.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"282",12,"Seattle Seahawks",SEA,"6.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"283",12,"Matt Breida",NYG,"2.9","0.0","0.0","1.2","6.9","0.0","3.2","12.9","0.1"
"284",12,"New York Giants",NYG,"6.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"285",12,"Latavius Murray",BUF,"10.0","0.0","0.0","1.9","9.4","0.0","12.2","54.3","0.4"
"286",12,"Isaiah McKenzie",IND,"6.2","0.0","0.0","2.6","26.4","0.3","0.6","3.4","0.1"
"287",12,"Chris Boswell",PIT,"8.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"288",12,"Tennessee Titans",TEN,"6.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"289",12,"Riley Patterson",DET,"8.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"290",12,"Laviska Shenault Jr.",CAR,"4.6","0.0","0.0","2.1","20.9","0.1","0.7","5.0","0.1"
"291",12,"Quez Watkins",PHI,"4.0","0.0","0.0","1.9","20.8","0.2","0.2","0.1","0.0"
"292",12,"Malik Davis",DAL,"5.2","0.0","0.0","1.0","10.5","0.0","6.3","26.8","0.2"
"293",12,"D'Ernest Johnson",JAC,"0.4","0.0","0.0","0.3","0.7","0.0","0.4","1.7","0.0"
"294",12,"Boston Scott",PHI,"2.9","0.0","0.0","0.3","1.0","0.0","3.6","14.5","0.2"
"295",12,"Deuce Vaughn",DAL,"0","0","0","0","0","0","0","0","0"
"296",12,"Jordan Mason",SF,"2.6","0.0","0.0","0.0","0.0","0.0","3.6","21.5","0.1"
"297",12,"Zonovan Knight",NYJ,"7.5","0.0","0.0","1.9","14.3","0.0","12.1","42.9","0.1"
"298",12,"DeWayne McBride",MIN,"0","0","0","0","0","0","0","0","0"
"299",12,"Evan Hull",IND,"0","0","0","0","0","0","0","0","0"
"300",12,"Detroit Lions",DET,"5.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"301",12,"JaMycal Hasty",JAC,"4.3","0.0","0.0","1.5","8.6","0.1","3.3","13.9","0.1"
"302",12,"Jake Moody",SF,"0","0","0","0","0","0","0","0","0"
"303",12,"Keaontay Ingram",ARI,"1.5","0.0","0.0","0.4","1.9","0.0","2.5","5.5","0.1"
"304",12,"Dustin Hopkins",LAC,"8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"305",12,"Cairo Santos",CHI,"6.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"306",12,"Cedric Tillman",CLE,"0","0","0","0","0","0","0","0","0"
"307",12,"Sean Tucker",TB,"0","0","0","0","0","0","0","0","0"
"308",12,"Nick Westbrook-Ikhine",TEN,"4.4","0.0","0.0","1.6","24.8","0.2","0.0","0.0","0.0"
"309",12,"Braxton Berrios",MIA,"2.9","0.0","0.0","1.1","8.5","0.0","0.5","5.4","0.1"
"310",12,"Ka'imi Fairbairn",HOU,"7.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"311",12,"Minnesota Vikings",MIN,"6.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"312",12,"Puka Nacua",LAR,"0","0","0","0","0","0","0","0","0"
"313",12,"James Robinson",NYG,"7.6","0.0","0.0","1.0","4.6","0.2","10.0","38.6","0.3"
"314",12,"Daniel Bellinger",NYG,"5.5","0.0","0.0","2.7","24.4","0.2","0.1","0.2","0.1"
"315",12,"Devin Duvernay",BAL,"7.0","0.0","0.0","2.6","29.1","0.2","0.9","6.0","0.1"
"316",12,"Ronald Jones II",DAL,"3.1","0.0","0.0","0.2","4.4","0.0","3.4","14.0","0.2"
"317",12,"Chris Evans",CIN,"1.1","0.0","0.0","0.3","3.8","0.1","0.0","0.0","0.0"
"318",12,"Kayshon Boutte",NE,"0","0","0","0","0","0","0","0","0"
"319",12,"Austin Hooper",LV,"4.5","0.0","0.0","2.4","26.1","0.1","0.0","0.0","0.0"
"320",12,"Tyrion Davis-Price",SF,"2.0","0.0","0.0","0.0","0.0","0.0","6.8","19.8","0.0"
"321",12,"Trey Lance",SF,"4.5","64.7","0.0","0.0","0.0","0.0","5.3","22.3","0.0"
"322",12,"Michael Wilson",ARI,"0","0","0","0","0","0","0","0","0"
"323",12,"Hassan Haskins",TEN,"1.5","0.0","0.0","0.8","4.1","0.0","1.8","6.6","0.0"
"324",12,"David Bell",CLE,"2.2","0.0","0.0","1.6","14.3","0.0","0.0","0.0","0.0"
"325",12,"Eric Gray",NYG,"0","0","0","0","0","0","0","0","0"
"326",12,"Michael Badgley",WAS,"9.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"327",12,"Jacoby Brissett",WAS,"12.5","186.3","0.9","0.0","0.0","0.0","3.5","17.4","0.1"
"328",12,"Justyn Ross",KC,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"329",12,"Melvin Gordon III",BAL,"7.5","0.0","0.0","2.5","22.3","0.0","9.0","31.8","0.2"
"330",13,"DeeJay Dallas",SEA,"2.6","0.0","0.0","1.1","8.4","0.0","2.3","12.4","0.0"
"331",13,"Greg Dortch",ARI,"5.4","0.0","0.0","3.3","29.2","0.1","0.4","2.8","0.0"
"332",13,"Cade York",CLE,"7.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"333",13,"Trayveon Williams",CIN,"0.8","0.0","0.0","0.2","3.3","0.0","0.7","3.3","0.0"
"334",13,"Cameron Dicker",LAC,"8.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"335",13,"Will Levis",TEN,"0","0","0","0","0","0","0","0","0"
"336",13,"Brett Maher",DEN,"9.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"337",13,"Robert Tonyan",CHI,"5.0","0.0","0.0","3.1","27.6","0.1","0.0","0.0","0.0"
"338",13,"Nelson Agholor",BAL,"4.0","0.0","0.0","2.1","24.1","0.1","0.0","0.0","0.0"
"339",13,"Deon Jackson",IND,"5.8","0.0","0.0","2.5","17.4","0.1","5.7","19.7","0.1"
"340",13,"Luke Schoonmaker",DAL,"0","0","0","0","0","0","0","0","0"
"341",13,"Jonnu Smith",ATL,"3.2","0.0","0.0","2.3","20.4","0.0","0.1","0.4","0.0"
"342",13,"Tutu Atwell",LAR,"4.5","0.0","0.0","1.5","24.8","0.1","0.8","2.8","0.1"
"343",13,"Salvon Ahmed",MIA,"2.0","0.0","0.0","0.1","1.1","0.0","1.7","9.1","0.1"
"344",13,"Arizona Cardinals",ARI,"6.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"345",13,"Kyle Philips",TEN,"1.9","0.0","0.0","2.0","19.5","0.0","0.0","0.0","0.0"
"346",13,"Robbie Gould",FA,"8.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"347",13,"KJ Hamler",FA,"3.2","0.0","0.0","1.0","23.6","0.0","0.3","3.3","0.0"
"348",13,"Albert Okwuegbunam",DEN,"3.4","0.0","0.0","1.7","15.8","0.2","0.0","0.0","0.0"
"349",13,"Ryan Succop",FA,"7.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"350",13,"Eddy Pineiro",CAR,"8.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"351",13,"Robbie Chosen",MIA,"3.5","0.0","0.0","1.7","23.5","0.1","0.0","0.0","0.0"
"352",13,"Kenyan Drake",IND,"8.0","0.0","0.0","1.4","7.4","0.1","9.1","40.2","0.3"
"353",13,"Deneric Prince",KC,"0","0","0","0","0","0","0","0","0"
"354",13,"Kyle Trask",TB,"0.9","23.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"355",13,"Myles Gaskin",MIA,"3.7","0.0","0.0","2.0","14.0","0.0","5.0","13.0","0.0"
"356",13,"Deonte Harty",BUF,"0.1","0.0","0.0","0.5","3.3","0.0","0.0","0.0","0.0"
"357",13,"Foster Moreau",NO,"4.9","0.0","0.0","2.4","30.0","0.1","0.0","0.1","0.0"
"358",13,"Colt McCoy",ARI,"8.9","195.0","0.3","0.0","0.0","0.0","3.5","9.0","0.0"
"359",13,"Jauan Jennings",SF,"4.1","0.0","0.0","2.2","26.0","0.1","0.0","0.0","0.0"
"360",13,"J.D. McKissic",FA,"4.7","0.0","0.0","3.0","19.2","0.0","2.4","10.6","0.0"
"361",13,"Darnell Washington",PIT,"0","0","0","0","0","0","0","0","0"
"362",13,"Adam Trautman",DEN,"2.7","0.0","0.0","1.4","15.9","0.1","0.0","0.0","0.0"
"363",13,"Ke'Shawn Vaughn",TB,"1.0","0.0","0.0","0.3","2.1","0.0","1.9","5.9","0.0"
"364",13,"Ben Skowronek",LAR,"4.6","0.0","0.0","2.8","26.9","0.0","0.1","1.2","0.1"
"365",13,"Noah Brown",HOU,"5.8","0.0","0.0","2.7","34.7","0.2","0.0","0.0","0.0"
"366",13,"Tucker Kraft",GB,"0","0","0","0","0","0","0","0","0"
"367",13,"Noah Gray",KC,"3.3","0.0","0.0","1.6","17.6","0.1","0.1","0.1","0.1"
"368",13,"Kenny McIntosh",SEA,"0","0","0","0","0","0","0","0","0"
"369",13,"Will Dissly",SEA,"4.7","0.0","0.0","2.3","23.3","0.2","0.0","0.0","0.0"
"370",13,"Donald Parham Jr.",LAC,"4.0","0.0","0.0","1.7","21.7","0.2","0.0","0.0","0.0"
"371",13,"Tristan Vizcaino",FA,"3.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"372",13,"Xavier Hutchinson",HOU,"0","0","0","0","0","0","0","0","0"
"373",13,"Rodrigo Blankenship",TB,"6.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"374",13,"Gardner Minshew II",IND,"8.0","132.6","0.6","0.0","0.0","0.0","1.4","0.6","0.2"
"375",13,"A.T. Perry",NO,"0","0","0","0","0","0","0","0","0"
"376",13,"Ameer Abdullah",LV,"2.6","0.0","0.0","1.6","13.2","0.1","0.3","1.3","0.0"
"377",13,"Mason Crosby",FA,"7.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"378",13,"Chicago Bears",CHI,"3.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"379",13,"Chris Rodriguez Jr.",WAS,"0","0","0","0","0","0","0","0","0"
"380",13,"Houston Texans",HOU,"6.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"381",13,"Jamison Crowder",NYG,"2.3","0.0","0.0","1.5","15.0","0.0","0.0","0.0","0.0"
"382",13,"Olamide Zaccheaus",PHI,"5.3","0.0","0.0","2.4","31.4","0.2","0.1","0.4","0.0"
"383",13,"Durham Smythe",MIA,"2.5","0.0","0.0","1.2","9.9","0.1","0.2","0.1","0.1"
"384",13,"Atlanta Falcons",ATL,"5.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"385",13,"Ty Montgomery",NE,"8.8","0.0","0.0","3.0","15.0","1.0","2.0","-2.0","0.0"
"386",13,"Calvin Austin III",PIT,"0","0","0","0","0","0","0","0","0"
"387",13,"Raheem Blackshear",CAR,"2.9","0.0","0.0","0.8","7.2","0.0","1.8","5.9","0.2"
"388",13,"Tyler Scott",CHI,"0","0","0","0","0","0","0","0","0"
"389",13,"C.J. Uzomah",NYJ,"3.3","0.0","0.0","1.5","16.6","0.1","0.0","0.0","0.0"
"390",13,"Kene Nwangwu",MIN,"0.8","0.0","0.0","0.1","1.5","0.0","0.6","1.0","0.0"
"391",13,"Kalif Raymond",DET,"5.5","0.0","0.0","2.8","36.2","0.0","0.4","2.1","0.0"
"392",13,"Brevin Jordan",HOU,"2.2","0.0","0.0","1.6","14.2","0.0","0.0","0.0","0.0"
"393",14,"Cedrick Wilson Jr.",MIA,"1.6","0.0","0.0","0.9","10.5","0.0","0.1","0.6","0.0"
"394",14,"Kevin Harris",NE,"2.2","0.0","0.0","0.0","0.0","0.0","3.6","10.4","0.2"
"395",14,"Marquez Callaway",DEN,"3.0","0.0","0.0","1.6","15.8","0.1","0.0","0.0","0.0"
"396",14,"Trent Sherfield",BUF,"4.3","0.0","0.0","1.9","26.1","0.1","0.0","0.0","0.0"
"397",14,"Jalen Tolbert",DAL,"0.7","0.0","0.0","0.7","4.0","0.0","0.0","0.0","0.0"
"398",14,"Randall Cobb",NYJ,"5.0","0.0","0.0","2.6","32.1","0.1","0.0","0.0","0.0"
"399",14,"Sam Darnold",SF,"14.9","190.5","1.2","0.0","0.0","0.0","4.3","17.7","0.3"
"400",14,"Dontrell Hilliard",FA,"5.6","0.0","0.0","1.8","14.8","0.3","1.8","12.1","0.0"
"401",14,"Mo Alie-Cox",IND,"3.2","0.0","0.0","1.4","13.5","0.2","0.0","0.0","0.0"
"402",14,"Jarvis Landry",FA,"5.3","0.0","0.0","2.8","30.2","0.1","0.0","0.0","0.0"
"403",14,"Julio Jones",FA,"5.8","0.0","0.0","2.4","29.9","0.2","0.5","4.5","0.0"
"404",14,"Darrell Henderson Jr.",FA,"6.5","0.0","0.0","1.7","10.2","0.0","7.0","28.3","0.3"
"405",14,"Harrison Bryant",CLE,"3.3","0.0","0.0","2.2","17.1","0.1","0.1","0.6","0.0"
"406",14,"Demarcus Robinson",LAR,"5.0","0.0","0.0","3.0","28.6","0.1","0.0","0.0","0.0"
"407",14,"Corey Clement",ARI,"3.9","0.0","0.0","1.0","10.8","0.0","3.0","11.0","0.2"
"408",14,"Chris Moore",TEN,"6.1","0.0","0.0","3.2","36.5","0.1","0.2","0.2","0.0"
"409",14,"Chad Ryland",NE,"0","0","0","0","0","0","0","0","0"
"410",14,"Craig Reynolds",DET,"3.8","0.0","0.0","1.3","16.6","0.0","3.3","14.6","0.0"
"411",14,"Joey Slye",WAS,"6.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"412",14,"Dyami Brown",WAS,"3.4","0.0","0.0","0.6","15.9","0.2","0.1","1.7","0.0"
"413",14,"Darrel Williams",NO,"3.8","0.0","0.0","0.8","1.8","0.0","4.2","20.4","0.2"
"414",14,"Justice Hill",BAL,"2.4","0.0","0.0","0.8","3.9","0.0","3.3","17.5","0.0"
"415",14,"Jamal Agnew",JAC,"4.1","0.0","0.0","1.5","12.5","0.2","0.8","5.7","0.0"
"416",14,"Taylor Heinicke",ATL,"13.6","206.6","1.3","0.0","0.0","0.0","3.1","10.7","0.1"
"417",14,"Cole Turner",WAS,"0.5","0.0","0.0","0.3","3.3","0.0","0.0","0.0","0.0"
"418",14,"Brandon Aubrey",DAL,"0","0","0","0","0","0","0","0","0"
"419",14,"Demario Douglas",NE,"0","0","0","0","0","0","0","0","0"
"420",14,"Jameis Winston",NO,"16.3","286.0","1.3","0.0","0.0","0.0","1.7","5.3","0.0"
"421",14,"Justin Watson",KC,"3.0","0.0","0.0","0.9","18.5","0.1","0.0","0.0","0.0"
"422",14,"Kylen Granson",IND,"3.5","0.0","0.0","2.4","23.2","0.0","0.1","0.0","0.0"
"423",14,"Bailey Zappe",NE,"10.5","195.3","1.3","0.0","0.0","0.0","2.5","0.0","0.0"
"424",14,"Rico Dowdle",DAL,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"425",14,"Las Vegas Raiders",LV,"4.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"426",14,"Trey Palmer",TB,"0","0","0","0","0","0","0","0","0"
"427",14,"Scott Miller",ATL,"2.6","0.0","0.0","1.9","15.4","0.0","0.1","0.7","0.0"
"428",14,"Chase McLaughlin",TB,"8.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"429",14,"Anders Carlson",GB,"0","0","0","0","0","0","0","0","0"
"430",14,"Trenton Irwin",CIN,"6.2","0.0","0.0","1.7","25.7","0.4","0.1","1.2","0.0"
"431",14,"Jeremy Ruckert",NYJ,"0.7","0.0","0.0","0.5","4.0","0.0","0.0","0.0","0.0"
"432",14,"Parker Washington",JAC,"0","0","0","0","0","0","0","0","0"
"433",14,"Mike White",MIA,"15.2","298.0","0.8","0.0","0.0","0.0","1.5","2.3","0.3"
"434",14,"Zach Pascal",ARI,"1.9","0.0","0.0","1.0","10.0","0.1","0.1","0.0","0.0"
"435",14,"Denzel Mims",DET,"2.7","0.0","0.0","1.2","20.7","0.0","0.0","0.0","0.0"
"436",14,"Peyton Hendershot",DAL,"2.8","0.0","0.0","0.9","8.6","0.2","0.1","0.2","0.1"
"437",14,"Samori Toure",GB,"4.2","0.0","0.0","1.3","20.5","0.3","0.0","0.0","0.0"
"438",14,"Mark Ingram II",FA,"4.2","0.0","0.0","1.6","6.8","0.0","6.2","23.3","0.1"
"439",14,"Tanner Brown",LAR,"0","0","0","0","0","0","0","0","0"
"440",14,"Jordan Akins",CLE,"6.5","0.0","0.0","2.5","33.0","0.3","0.0","0.0","0.0"
"441",14,"Brock Wright",DET,"3.9","0.0","0.0","1.3","15.4","0.3","0.0","0.0","0.0"
"442",14,"Caleb Shudak",TEN,"10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"443",14,"Kenny Golladay",FA,"2.9","0.0","0.0","1.0","13.5","0.2","0.0","0.0","0.0"
"444",14,"Rex Burkhead",FA,"3.5","0.0","0.0","2.5","13.6","0.1","1.7","5.3","0.0"
"445",14,"Tre'Quan Smith",NO,"4.3","0.0","0.0","1.9","27.8","0.1","0.0","0.0","0.0"
"446",14,"Charlie Jones",CIN,"0","0","0","0","0","0","0","0","0"
"447",14,"Kyle Juszczyk",SF,"3.4","0.0","0.0","1.5","15.4","0.1","0.5","2.0","0.1"
"448",14,"Brenton Strange",JAC,"0","0","0","0","0","0","0","0","0"
"449",14,"Mike Boone",HOU,"3.0","0.0","0.0","1.1","12.0","0.0","3.0","12.8","0.0"
"450",14,"Elijah Higgins",MIA,"0","0","0","0","0","0","0","0","0"
"451",14,"Tyler Huntley",BAL,"10.6","131.6","0.4","0.0","0.0","0.0","8.6","27.4","0.2"
"452",14,"Colby Parkinson",SEA,"4.0","0.0","0.0","1.8","23.0","0.1","0.0","0.0","0.0"
"453",14,"Brandon Bolden",LV,"2.0","0.0","0.0","0.8","5.2","0.1","1.4","5.5","0.0"
"454",14,"Ty Johnson",FA,"3.1","0.0","0.0","1.0","7.3","0.0","2.5","13.3","0.1"
"455",15,"Josh Oliver",MIN,"2.8","0.0","0.0","1.2","12.4","0.2","0.0","0.0","0.0"
"456",15,"Tre Tucker",LV,"0","0","0","0","0","0","0","0","0"
"457",15,"Jalen Guyton",LAC,"3.7","0.0","0.0","1.0","32.0","0.0","0.0","0.0","0.0"
"458",15,"Tyler Badie",DEN,"8.9","0.0","0.0","1.0","24.0","1.0","1.0","0.0","0.0"
"459",15,"Jalen Nailor",MIN,"3.5","0.0","0.0","1.1","22.4","0.1","0.0","0.0","0.0"
"460",15,"Hunter Long",LAR,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"461",15,"DeAndre Carter",LV,"5.3","0.0","0.0","2.7","31.6","0.2","0.1","-0.9","0.0"
"462",15,"Demetric Felton Jr.",CLE,"0.2","0.0","0.0","0.3","1.3","0.0","0.2","-0.7","0.0"
"463",15,"Travis Homer",CHI,"2.9","0.0","0.0","1.3","13.1","0.1","1.6","6.2","0.0"
"464",15,"Randy Bullock",FA,"5.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"465",15,"Andrei Iosivas",CIN,"0","0","0","0","0","0","0","0","0"
"466",15,"Keaton Mitchell",BAL,"0","0","0","0","0","0","0","0","0"
"467",15,"Velus Jones Jr.",CHI,"2.8","0.0","0.0","0.6","9.7","0.1","0.8","9.4","0.1"
"468",15,"Danny Gray",SF,"0.3","0.0","0.0","0.1","1.4","0.0","0.1","1.3","0.0"
"469",15,"Tommy Tremble",CAR,"2.9","0.0","0.0","1.3","11.6","0.2","0.0","0.0","0.0"
"470",15,"Zack Kuntz",NYJ,"0","0","0","0","0","0","0","0","0"
"471",15,"Clayton Tune",ARI,"0","0","0","0","0","0","0","0","0"
"472",15,"Trey Sermon",PHI,"1.9","0.0","0.0","0.0","0.0","0.0","2.0","19.0","0.0"
"473",15,"James Mitchell",DET,"2.9","0.0","0.0","1.4","14.1","0.1","0.0","0.0","0.0"
"474",15,"KhaDarel Hodge",ATL,"2.7","0.0","0.0","1.0","15.5","0.1","0.0","0.0","0.0"
"475",15,"Equanimeous St. Brown",CHI,"3.4","0.0","0.0","1.3","20.2","0.1","0.4","3.4","0.0"
"476",15,"Zach Wilson",NYJ,"11.7","187.6","0.7","0.0","0.0","0.0","3.1","11.3","0.1"
"477",15,"Justin Shorter",BUF,"0","0","0","0","0","0","0","0","0"
"478",15,"Tony Jones Jr.",DEN,"2.6","0.0","0.0","1.7","10.0","0.0","3.3","8.0","0.0"
"479",15,"Malik Willis",TEN,"3.2","39.4","0.0","0.0","0.0","0.0","3.9","17.6","0.1"
"480",15,"O.J. Howard",FA,"2.9","0.0","0.0","0.9","13.2","0.2","0.0","0.0","0.0"
"481",15,"Carson Wentz",FA,"15.2","219.4","1.4","0.0","0.0","0.0","2.8","10.8","0.1"
"482",15,"Ian Thomas",CAR,"2.2","0.0","0.0","1.5","14.1","0.0","0.0","0.0","0.0"
"483",15,"Zane Gonzalez",SF,"0","0","0","0","0","0","0","0","0"
"484",15,"Eric Saubert",MIA,"2.0","0.0","0.0","1.1","10.6","0.1","0.0","0.0","0.0"
"485",15,"Brian Hoyer",LV,"1.5","37.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"486",15,"Dontayvion Wicks",GB,"0","0","0","0","0","0","0","0","0"
"487",15,"John Bates",WAS,"2.4","0.0","0.0","1.4","10.8","0.1","0.0","0.0","0.0"
"488",15,"Tyler Davis",FA,"0","0","0","0","0","0","0","0","0"
"489",15,"Ashton Dulin",IND,"3.5","0.0","0.0","1.5","20.7","0.1","0.2","0.8","0.0"
"490",15,"Julius Chestnut",TEN,"1.1","0.0","0.0","0.5","6.8","0.0","1.5","2.0","0.0"
"491",15,"Erik Ezukanma",MIA,"0.8","0.0","0.0","1.0","3.0","0.0","0.0","0.0","0.0"
"492",15,"Damien Williams",LV,"0.2","0.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0"
"493",15,"Mohamed Ibrahim",DET,"0","0","0","0","0","0","0","0","0"
"494",15,"Anthony McFarland Jr.",PIT,"5.1","0.0","0.0","2.0","11.0","0.0","6.0","30.0","0.0"
"495",15,"Jarrett Stidham",DEN,"15.2","218.7","1.3","0.0","0.0","0.0","4.7","28.0","0.0"
"496",15,"Andy Dalton",CAR,"13.1","205.1","1.3","0.0","0.0","0.0","2.1","3.9","0.0"
"497",15,"Marquise Goodwin",CLE,"5.9","0.0","0.0","2.1","29.8","0.3","0.2","0.4","0.0"
"498",15,"Dan Arnold",PHI,"1.6","0.0","0.0","0.8","12.3","0.0","0.0","0.0","0.0"
"499",15,"Shi Smith",CAR,"3.0","0.0","0.0","1.3","17.4","0.1","0.0","0.0","0.0"
"500",15,"Grant Calcaterra",PHI,"1.8","0.0","0.0","0.8","13.5","0.0","0.0","0.0","0.0"
"501",15,"Josiah Deguara",GB,"2.0","0.0","0.0","1.4","12.7","0.0","0.0","0.0","0.0"
"502",15,"Trestan Ebner",CHI,"0.5","0.0","0.0","0.2","0.7","0.0","2.2","4.9","0.0"
"503",15,"Jalen Reagor",MIN,"1.3","0.0","0.0","0.5","6.1","0.1","0.2","1.5","0.0"
"504",15,"Teagan Quitoriano",HOU,"3.8","0.0","0.0","1.0","16.1","0.3","0.0","0.0","0.0"
