RK,TIERS,PLAYER NAME,TEAM,FAN PTS,PASS YDS,PASS TDS,REC,REC YDS,REC TDS,ATT,RUSH YDS,RUSH TDS
"505",15,"Charlie Kolar",BAL,"6.9","0.0","0.0","4.0","49.0","0.0","0.0","0.0","0.0"
"506",15,"Ronnie Rivers",LAR,"3.8","0.0","0.0","2.5","14.5","0.0","4.5","10.5","0.0"
"507",15,"Alec Ingold",MIA,"2.6","0.0","0.0","1.3","8.8","0.1","0.5","0.7","0.1"
"508",15,"David Moore",TB,"0","0","0","0","0","0","0","0","0"
"509",15,"Jaleel McLaughlin",DEN,"0","0","0","0","0","0","0","0","0"
"510",15,"Elliott Fry",FA,"0","0","0","0","0","0","0","0","0"
"511",15,"Ross Dwelley",SF,"3.6","0.0","0.0","0.6","21.0","0.2","0.0","0.0","0.0"
"512",15,"Ray-Ray McCloud III",SF,"3.0","0.0","0.0","0.8","14.3","0.1","0.2","4.6","0.1"
"513",15,"Josh Whyle",TEN,"0","0","0","0","0","0","0","0","0"
"514",15,"Jack Stoll",PHI,"1.8","0.0","0.0","1.1","12.3","0.0","0.0","0.0","0.0"
"515",15,"Marcus Mariota",PHI,"15.8","170.7","1.2","0.0","0.0","0.0","6.5","33.7","0.3"
"516",15,"Caleb Huntley",FA,"3.7","0.0","0.0","0.2","0.3","0.0","6.3","30.5","0.1"
"517",15,"Drew Sample",CIN,"0.4","0.0","0.0","1.0","-1.0","0.0","0.0","0.0","0.0"
"518",15,"Tiyon Evans",FA,"0","0","0","0","0","0","0","0","0"
"519",15,"Hendon Hooker",DET,"0","0","0","0","0","0","0","0","0"
"520",15,"Derius Davis",LAC,"0","0","0","0","0","0","0","0","0"
"521",15,"Jesper Horsted",LV,"0.7","0.0","0.0","0.6","3.8","0.0","0.0","0.0","0.0"
"522",15,"Jody Fortson",KC,"2.5","0.0","0.0","0.9","10.8","0.2","0.0","0.0","0.0"
"523",15,"Dare Ogunbowale",HOU,"2.6","0.0","0.0","1.3","6.9","0.0","2.8","8.2","0.1"
"524",15,"Tre' McKitty",LAC,"0.9","0.0","0.0","0.8","5.5","0.0","0.0","0.0","0.0"
"525",15,"Quintin Morris",BUF,"1.8","0.0","0.0","0.9","9.3","0.1","0.0","0.0","0.0"
"526",15,"Cameron Latu",SF,"0","0","0","0","0","0","0","0","0"
"527",15,"Jimmy Graham",NO,"0","0","0","0","0","0","0","0","0"
"528",15,"Aidan O'Connell",LV,"0","0","0","0","0","0","0","0","0"
"529",15,"Elijah Dotson",LAC,"0","0","0","0","0","0","0","0","0"
"530",15,"Johnny Mundt",MIN,"2.3","0.0","0.0","1.5","10.8","0.1","0.0","0.0","0.0"
"531",15,"Snoop Conner",JAC,"2.0","0.0","0.0","0.0","0.0","0.0","2.4","8.4","0.2"
"532",15,"Giovanni Ricci",CAR,"1.3","0.0","0.0","0.7","9.1","0.0","0.0","0.0","0.0"
"533",15,"Zach Gentry",PIT,"1.6","0.0","0.0","1.4","9.4","0.0","0.0","0.0","0.0"
"534",15,"Brittain Brown",LV,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"535",15,"Brycen Hopkins",LAR,"2.1","0.0","0.0","1.0","15.6","0.0","0.0","0.0","0.0"
"536",15,"Gary Brightwell",NYG,"1.8","0.0","0.0","0.3","2.6","0.0","2.1","9.4","0.1"
"537",15,"Byron Pringle",WAS,"3.0","0.0","0.0","1.0","13.5","0.2","0.0","0.0","0.0"
"538",15,"Anthony Schwartz",CLE,"2.4","0.0","0.0","0.6","7.3","0.0","0.6","8.1","0.1"
"539",15,"Lew Nichols III",GB,"0","0","0","0","0","0","0","0","0"
"540",15,"Brandon Powell",MIN,"2.1","0.0","0.0","1.4","9.2","0.0","1.0","4.7","0.0"
"541",15,"Kendric Pryor",JAC,"0","0","0","0","0","0","0","0","0"
"542",15,"Will Mallory",IND,"0","0","0","0","0","0","0","0","0"
"543",15,"Chris Manhertz",DEN,"0.9","0.0","0.0","0.8","5.3","0.0","0.0","0.0","0.0"
"544",15,"Bryce Ford-Wheaton",NYG,"0","0","0","0","0","0","0","0","0"
"545",15,"Dante Pettis",CHI,"3.3","0.0","0.0","1.1","14.4","0.2","0.1","2.2","0.0"
"546",15,"Dee Eskridge",SEA,"1.1","0.0","0.0","0.8","6.4","0.0","0.2","1.1","0.0"
"547",15,"Tylan Wallace",BAL,"0.9","0.0","0.0","0.7","5.5","0.0","0.0","0.0","0.0"
"548",15,"Cam Sims",LV,"1.0","0.0","0.0","0.6","6.8","0.0","0.0","0.0","0.0"
"549",15,"Shane Zylstra",DET,"3.9","0.0","0.0","1.2","6.7","0.4","0.0","0.0","0.0"
"550",15,"Amari Rodgers",IND,"2.1","0.0","0.0","1.1","13.6","0.1","0.1","0.5","0.0"
"551",15,"Parker Hesse",ATL,"1.1","0.0","0.0","0.8","7.4","0.0","0.0","0.0","0.0"
"552",16,"Malik Cunningham",NE,"0","0","0","0","0","0","0","0","0"
"553",16,"Bryan Edwards",NO,"0.8","0.0","0.0","0.8","3.8","0.0","0.0","0.0","0.0"
"554",16,"David Sills V",NYG,"2.3","0.0","0.0","1.6","15.1","0.0","0.0","0.0","0.0"
"555",16,"Phillip Dorsett II",LV,"2.8","0.0","0.0","1.3","17.1","0.1","0.0","0.0","0.0"
"556",16,"Davis Mills",HOU,"13.1","207.9","1.1","0.0","0.0","0.0","2.1","7.2","0.1"
"557",16,"Connor Heyward",PIT,"2.0","0.0","0.0","0.8","10.1","0.1","0.1","1.8","0.0"
"558",16,"Sammy Watkins",FA,"4.3","0.0","0.0","1.8","36.1","0.0","0.0","0.0","0.0"
"559",16,"Cameron Brate",FA,"3.0","0.0","0.0","2.2","19.3","0.0","0.0","0.0","0.0"
"560",16,"Montrell Washington",DEN,"0.2","0.0","0.0","0.3","0.1","0.0","0.3","2.0","0.0"
"561",16,"T.Y. Hilton",FA,"5.2","0.0","0.0","2.3","40.3","0.0","0.0","0.0","0.0"
"562",16,"Andrew Beck",HOU,"1.0","0.0","0.0","0.6","7.7","0.0","0.2","0.0","0.0"
"563",16,"Payne Durham",TB,"0","0","0","0","0","0","0","0","0"
"564",16,"Juwann Winfree",IND,"0.7","0.0","0.0","0.3","5.7","0.0","0.0","0.0","0.0"
"565",16,"Chris Myarick",NYG,"1.6","0.0","0.0","0.7","6.5","0.1","0.0","0.0","0.0"
"566",16,"Dax Milne",WAS,"0.8","0.0","0.0","0.4","2.5","0.1","0.0","0.0","0.0"
"567",16,"Tyler Kroft",MIA,"1.3","0.0","0.0","0.7","9.5","0.0","0.0","0.0","0.0"
"568",16,"James Proche II",BAL,"0.8","0.0","0.0","0.7","5.2","0.0","0.0","0.0","0.0"
"569",16,"Tommy Sweeney",NYG,"0.6","0.0","0.0","0.5","3.5","0.0","0.0","0.0","0.0"
"570",16,"Kendall Hinton",DEN,"4.0","0.0","0.0","2.2","28.3","0.0","0.2","1.2","0.0"
"571",16,"Stetson Bennett",LAR,"0","0","0","0","0","0","0","0","0"
"572",16,"Teddy Bridgewater",DET,"8.4","136.6","0.8","0.0","0.0","0.0","0.6","5.4","0.0"
"573",16,"Tim Jones",JAC,"0.6","0.0","0.0","0.4","4.3","0.0","0.0","0.0","0.0"
"574",16,"KaVontae Turpin",DAL,"-0.1","0.0","0.0","0.1","0.5","0.0","0.2","1.0","0.0"
"575",16,"Mike Davis",FA,"0.6","0.0","0.0","0.4","0.8","0.0","1.6","3.6","0.0"
"576",16,"Marcus Johnson",FA,"1.8","0.0","0.0","1.1","12.4","0.0","0.0","0.0","0.0"
"577",16,"Dorian Thompson-Robinson",CLE,"0","0","0","0","0","0","0","0","0"
"578",16,"Matt Ryan",FA,"14.0","254.8","1.2","0.0","0.0","0.0","2.3","5.8","0.1"
"579",16,"Drew Lock",SEA,"0","0","0","0","0","0","0","0","0"
"580",16,"Miles Boykin",PIT,"0.2","0.0","0.0","0.2","1.1","0.0","0.0","0.0","0.0"
"581",16,"Geoff Swaim",ARI,"1.5","0.0","0.0","1.0","4.8","0.1","0.0","0.0","0.0"
"582",16,"Davis Allen",LAR,"0","0","0","0","0","0","0","0","0"
"583",16,"Mitchell Wilcox",CIN,"3.2","0.0","0.0","1.9","15.4","0.1","0.0","0.0","0.0"
"584",16,"Jason Moore Jr.",FA,"1.0","0.0","0.0","1.0","5.0","0.0","0.0","0.0","0.0"
"585",16,"Malcolm Brown",FA,"2.9","0.0","0.0","0.7","5.3","0.0","2.6","11.6","0.1"
"586",16,"Mitch Trubisky",PIT,"11.3","178.9","0.6","0.0","0.0","0.0","2.7","5.4","0.3"
"587",16,"Cooper Rush",DAL,"7.5","131.4","0.6","0.0","0.0","0.0","1.1","0.8","0.0"
"588",16,"River Cracraft",MIA,"3.3","0.0","0.0","1.1","12.8","0.3","0.0","0.0","0.0"
"589",16,"Case Keenum",HOU,"0.1","4.0","0.0","0.0","0.0","0.0","2.5","0.0","0.0"
"590",16,"Tyrod Taylor",NYG,"4.1","19.3","0.3","0.0","0.0","0.0","1.7","23.3","0.0"
"591",16,"Tanner Hudson",CIN,"3.0","0.0","0.0","1.7","22.0","0.0","0.0","0.0","0.0"
"592",16,"Tom Kennedy",FA,"2.6","0.0","0.0","1.1","20.1","0.0","0.0","0.0","0.0"
"593",16,"MyCole Pruitt",ATL,"4.7","0.0","0.0","1.6","15.0","0.4","0.0","0.0","0.0"
"594",16,"Blake Proehl",MIN,"0","0","0","0","0","0","0","0","0"
"595",16,"Avery Williams",ATL,"1.5","0.0","0.0","0.8","3.6","0.0","1.3","6.4","0.1"
"596",16,"Pharaoh Brown",IND,"2.0","0.0","0.0","1.3","13.0","0.0","0.0","0.0","0.0"
"597",16,"Cody Hollister",FA,"1.2","0.0","0.0","0.5","9.0","0.0","0.0","0.0","0.0"
"598",16,"Mike Strachan",IND,"1.2","0.0","0.0","0.5","9.8","0.0","0.0","0.0","0.0"
"599",16,"Devin Asiasi",CIN,"0.3","0.0","0.0","0.4","1.0","0.0","0.0","0.0","0.0"
"600",16,"Nick Boyle",FA,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"601",16,"Armani Rogers",WAS,"1.3","0.0","0.0","0.6","7.1","0.0","0.2","2.9","0.0"
"602",16,"Kendall Blanton",KC,"2.3","0.0","0.0","1.0","17.5","0.0","0.0","0.0","0.0"
"603",16,"Jeff Smith",FA,"2.5","0.0","0.0","1.1","19.1","0.0","0.0","0.0","0.0"
"604",16,"Michael Bandy",DEN,"1.7","0.0","0.0","1.3","11.1","0.0","0.0","0.0","0.0"
"605",16,"Rashard Higgins",FA,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"606",16,"Breshad Perriman",IND,"2.4","0.0","0.0","1.1","13.8","0.1","0.3","-0.9","0.0"
"607",16,"Patrick Ricard",BAL,"1.1","0.0","0.0","0.8","5.7","0.0","0.5","1.2","0.0"
"608",16,"Zander Horvath",LAC,"2.0","0.0","0.0","0.6","1.0","0.3","0.5","1.0","0.0"
"609",16,"Tevin Coleman",FA,"6.8","0.0","0.0","1.0","14.7","0.3","4.0","8.7","0.3"
